,date,precipitation,temp_max,temp_min,wind,weather,drizzle,fog,rain,snow,sun
197,2012-07-16,0.3,26.1,13.3,2.5,rain,0,0,1,0,0
198,2012-07-17,0.0,21.7,15.0,2.6,sun,0,0,0,0,1
199,2012-07-18,0.0,21.1,14.4,2.9,sun,0,0,0,0,1
200,2012-07-19,0.0,25.0,14.4,2.2,sun,0,0,0,0,1
201,2012-07-20,15.2,19.4,13.9,4.0,rain,0,0,1,0,0
202,2012-07-21,0.0,23.9,13.9,2.3,sun,0,0,0,0,1
203,2012-07-22,1.0,20.6,12.2,3.9,rain,0,0,1,0,0
204,2012-07-23,0.0,18.9,11.1,3.3,rain,0,0,1,0,0
205,2012-07-24,0.0,23.3,12.2,4.3,sun,0,0,0,0,1
206,2012-07-25,0.0,26.7,12.8,2.6,sun,0,0,0,0,1
207,2012-07-26,0.0,25.6,12.8,2.2,drizzle,1,0,0,0,0
208,2012-07-27,0.0,18.9,13.9,2.8,drizzle,1,0,0,0,0
209,2012-07-28,0.0,22.2,13.3,1.7,drizzle,1,0,0,0,0
210,2012-07-29,0.0,22.8,15.0,2.0,sun,0,0,0,0,1
211,2012-07-30,0.0,19.4,13.3,3.0,sun,0,0,0,0,1
212,2012-07-31,0.0,22.8,13.9,2.8,sun,0,0,0,0,1
213,2012-08-01,0.0,23.9,13.3,2.2,drizzle,1,0,0,0,0
214,2012-08-02,0.0,23.3,12.2,2.5,sun,0,0,0,0,1
215,2012-08-03,0.0,27.2,12.8,3.9,sun,0,0,0,0,1
216,2012-08-04,0.0,33.9,16.7,3.7,sun,0,0,0,0,1
217,2012-08-05,0.0,33.9,17.8,1.9,sun,0,0,0,0,1
218,2012-08-06,0.0,28.3,15.6,2.5,rain,0,0,1,0,0
219,2012-08-07,0.0,21.1,15.0,2.6,drizzle,1,0,0,0,0
220,2012-08-08,0.0,22.2,15.0,3.1,sun,0,0,0,0,1
221,2012-08-09,0.0,24.4,14.4,3.8,drizzle,1,0,0,0,0
222,2012-08-10,0.0,25.6,12.2,2.3,sun,0,0,0,0,1
223,2012-08-11,0.0,28.3,13.3,2.5,sun,0,0,0,0,1
224,2012-08-12,0.0,30.6,15.0,3.0,sun,0,0,0,0,1
225,2012-08-13,0.0,30.6,15.0,2.8,sun,0,0,0,0,1
226,2012-08-14,0.0,28.9,13.9,2.8,sun,0,0,0,0,1
227,2012-08-15,0.0,31.1,16.7,4.7,sun,0,0,0,0,1
228,2012-08-16,0.0,34.4,18.3,2.8,sun,0,0,0,0,1
229,2012-08-17,0.0,32.8,16.1,1.8,sun,0,0,0,0,1
230,2012-08-18,0.0,21.7,14.4,3.0,drizzle,1,0,0,0,0
231,2012-08-19,0.0,23.3,15.0,2.7,drizzle,1,0,0,0,0
232,2012-08-20,0.0,25.6,15.0,1.9,sun,0,0,0,0,1
233,2012-08-21,0.0,23.3,13.3,3.0,rain,0,0,1,0,0
234,2012-08-22,0.0,22.2,13.3,2.3,sun,0,0,0,0,1
235,2012-08-23,0.0,21.1,13.9,3.8,sun,0,0,0,0,1
236,2012-08-24,0.0,22.2,10.0,3.3,sun,0,0,0,0,1
237,2012-08-25,0.0,26.1,11.7,3.2,sun,0,0,0,0,1
238,2012-08-26,0.0,21.1,12.2,3.4,sun,0,0,0,0,1
239,2012-08-27,0.0,23.9,13.3,1.8,sun,0,0,0,0,1
240,2012-08-28,0.0,22.8,12.2,3.2,sun,0,0,0,0,1
241,2012-08-29,0.0,22.8,13.3,2.4,sun,0,0,0,0,1
242,2012-08-30,0.0,22.8,12.8,1.9,sun,0,0,0,0,1
243,2012-08-31,0.0,22.2,10.6,2.9,sun,0,0,0,0,1
244,2012-09-01,0.0,21.7,10.6,2.1,sun,0,0,0,0,1
245,2012-09-02,0.0,21.1,10.0,2.0,sun,0,0,0,0,1
246,2012-09-03,0.0,22.8,12.8,3.3,sun,0,0,0,0,1
247,2012-09-04,0.0,24.4,11.1,3.1,sun,0,0,0,0,1
248,2012-09-05,0.0,26.1,11.7,2.6,sun,0,0,0,0,1
249,2012-09-06,0.0,28.3,14.4,4.2,sun,0,0,0,0,1
250,2012-09-07,0.0,32.2,13.3,3.1,sun,0,0,0,0,1
251,2012-09-08,0.0,25.0,13.3,3.0,sun,0,0,0,0,1
252,2012-09-09,0.3,18.9,13.9,5.0,rain,0,0,1,0,0
253,2012-09-10,0.3,20.0,11.7,3.9,rain,0,0,1,0,0
254,2012-09-11,0.0,20.0,8.9,4.2,sun,0,0,0,0,1
255,2012-09-12,0.0,22.2,10.0,5.6,sun,0,0,0,0,1
256,2012-09-13,0.0,27.8,11.7,3.6,sun,0,0,0,0,1
257,2012-09-14,0.0,26.1,11.1,1.5,sun,0,0,0,0,1
258,2012-09-15,0.0,22.2,11.1,1.9,sun,0,0,0,0,1
259,2012-09-16,0.0,24.4,9.4,2.3,sun,0,0,0,0,1
260,2012-09-17,0.0,27.8,11.7,2.2,fog,0,1,0,0,0
261,2012-09-18,0.0,27.8,11.7,1.4,sun,0,0,0,0,1
262,2012-09-19,0.0,23.9,11.7,1.9,drizzle,1,0,0,0,0
263,2012-09-20,0.0,19.4,10.0,2.5,drizzle,1,0,0,0,0
264,2012-09-21,0.0,16.1,12.8,2.1,drizzle,1,0,0,0,0
265,2012-09-22,0.3,19.4,11.7,1.1,rain,0,0,1,0,0
266,2012-09-23,0.0,19.4,10.0,1.4,fog,0,1,0,0,0
267,2012-09-24,0.0,21.1,10.0,1.8,fog,0,1,0,0,0
268,2012-09-25,0.0,19.4,11.1,1.7,sun,0,0,0,0,1
269,2012-09-26,0.0,19.4,9.4,1.7,drizzle,1,0,0,0,0
270,2012-09-27,0.0,22.8,10.0,1.7,drizzle,1,0,0,0,0
271,2012-09-28,0.0,25.0,12.2,1.1,rain,0,0,1,0,0
272,2012-09-29,0.0,20.6,12.2,4.3,sun,0,0,0,0,1
273,2012-09-30,0.0,21.1,7.8,3.1,sun,0,0,0,0,1
274,2012-10-01,0.0,23.3,8.9,3.0,sun,0,0,0,0,1
275,2012-10-02,0.0,17.8,10.0,4.1,sun,0,0,0,0,1
276,2012-10-03,0.0,18.9,7.8,7.3,sun,0,0,0,0,1
277,2012-10-04,0.0,18.9,8.3,6.5,sun,0,0,0,0,1
278,2012-10-05,0.0,21.7,8.9,5.7,sun,0,0,0,0,1
279,2012-10-06,0.0,23.9,7.8,5.1,sun,0,0,0,0,1
280,2012-10-07,0.0,23.9,7.8,1.3,sun,0,0,0,0,1
281,2012-10-08,0.0,21.1,7.8,1.9,sun,0,0,0,0,1
282,2012-10-09,0.0,16.1,8.9,1.6,drizzle,1,0,0,0,0
283,2012-10-10,0.0,12.2,8.3,1.4,drizzle,1,0,0,0,0
284,2012-10-11,0.0,13.9,7.2,1.3,drizzle,1,0,0,0,0
285,2012-10-12,2.0,13.9,8.9,4.6,rain,0,0,1,0,0
286,2012-10-13,4.8,15.6,12.2,3.9,rain,0,0,1,0,0
287,2012-10-14,16.5,17.8,13.3,3.4,rain,0,0,1,0,0
288,2012-10-15,7.9,17.2,11.1,4.6,rain,0,0,1,0,0
289,2012-10-16,0.0,16.1,8.3,5.5,sun,0,0,0,0,1
290,2012-10-17,0.0,14.4,6.1,1.6,sun,0,0,0,0,1
291,2012-10-18,20.8,17.8,6.7,2.0,rain,0,0,1,0,0
292,2012-10-19,4.8,15.0,9.4,5.3,rain,0,0,1,0,0
293,2012-10-20,0.5,11.1,6.1,5.7,rain,0,0,1,0,0
294,2012-10-21,6.4,11.7,4.4,2.7,rain,0,0,1,0,0
295,2012-10-22,8.9,7.8,3.3,2.6,rain,0,0,1,0,0
296,2012-10-23,0.0,11.1,5.6,3.0,rain,0,0,1,0,0
297,2012-10-24,7.1,11.7,6.1,2.1,rain,0,0,1,0,0
298,2012-10-25,0.0,11.7,6.7,1.5,sun,0,0,0,0,1
299,2012-10-26,1.5,11.1,7.2,2.5,rain,0,0,1,0,0
300,2012-10-27,23.1,14.4,9.4,5.1,rain,0,0,1,0,0
301,2012-10-28,6.1,14.4,10.0,3.8,rain,0,0,1,0,0
302,2012-10-29,10.9,15.6,10.0,4.9,rain,0,0,1,0,0
303,2012-10-30,34.5,15.0,12.2,2.8,rain,0,0,1,0,0
304,2012-10-31,14.5,15.6,11.1,2.7,rain,0,0,1,0,0
305,2012-11-01,9.7,15.0,10.6,3.0,rain,0,0,1,0,0
306,2012-11-02,5.6,15.0,10.6,1.0,rain,0,0,1,0,0
307,2012-11-03,0.5,15.6,11.1,3.6,rain,0,0,1,0,0
308,2012-11-04,8.1,17.8,12.8,3.8,rain,0,0,1,0,0
309,2012-11-05,0.8,15.0,7.8,4.0,rain,0,0,1,0,0
310,2012-11-06,0.3,12.8,6.7,3.5,rain,0,0,1,0,0
311,2012-11-07,0.0,12.2,3.9,3.4,rain,0,0,1,0,0
312,2012-11-08,0.0,10.0,1.1,3.4,rain,0,0,1,0,0
313,2012-11-09,0.0,8.9,1.1,2.0,rain,0,0,1,0,0
314,2012-11-10,0.0,7.8,-0.6,2.2,sun,0,0,0,0,1
315,2012-11-11,15.2,8.9,1.1,3.0,rain,0,0,1,0,0
316,2012-11-12,3.6,12.8,6.1,3.0,rain,0,0,1,0,0
317,2012-11-13,5.3,11.1,7.8,2.5,rain,0,0,1,0,0
318,2012-11-14,0.8,11.1,5.0,2.6,rain,0,0,1,0,0
319,2012-11-15,0.0,9.4,2.8,2.4,drizzle,1,0,0,0,0
320,2012-11-16,5.6,9.4,2.2,1.6,rain,0,0,1,0,0
321,2012-11-17,6.1,12.2,6.1,5.3,rain,0,0,1,0,0
322,2012-11-18,7.9,10.0,6.1,4.9,rain,0,0,1,0,0
323,2012-11-19,54.1,13.3,8.3,6.0,rain,0,0,1,0,0
324,2012-11-20,3.8,11.1,7.2,4.2,rain,0,0,1,0,0
325,2012-11-21,11.2,8.3,3.9,5.5,rain,0,0,1,0,0
326,2012-11-22,0.0,8.9,2.8,1.5,rain,0,0,1,0,0
327,2012-11-23,32.0,9.4,6.1,2.4,rain,0,0,1,0,0
328,2012-11-24,0.0,8.9,3.9,1.2,rain,0,0,1,0,0
329,2012-11-25,0.0,8.3,1.1,3.6,drizzle,1,0,0,0,0
330,2012-11-26,0.0,9.4,1.7,3.8,fog,0,1,0,0,0
331,2012-11-27,0.0,10.0,1.7,1.5,sun,0,0,0,0,1
332,2012-11-28,2.8,9.4,2.2,2.9,rain,0,0,1,0,0
333,2012-11-29,1.5,12.8,7.8,4.2,rain,0,0,1,0,0
334,2012-11-30,35.6,15.0,7.8,4.6,rain,0,0,1,0,0
335,2012-12-01,4.1,13.3,8.3,5.5,rain,0,0,1,0,0
336,2012-12-02,19.6,8.3,7.2,6.2,rain,0,0,1,0,0
337,2012-12-03,13.0,9.4,7.2,4.4,rain,0,0,1,0,0
338,2012-12-04,14.2,11.7,7.2,6.2,rain,0,0,1,0,0
339,2012-12-05,1.5,8.9,4.4,5.0,rain,0,0,1,0,0
340,2012-12-06,1.5,7.2,6.1,5.1,rain,0,0,1,0,0
341,2012-12-07,1.0,7.8,3.3,4.6,rain,0,0,1,0,0
342,2012-12-08,0.0,6.7,3.3,2.0,sun,0,0,0,0,1
343,2012-12-09,1.5,6.7,2.8,2.1,rain,0,0,1,0,0
344,2012-12-10,0.5,7.2,5.6,1.8,rain,0,0,1,0,0
345,2012-12-11,3.0,7.8,5.6,4.5,rain,0,0,1,0,0
346,2012-12-12,8.1,6.7,4.4,2.0,rain,0,0,1,0,0
347,2012-12-13,2.3,7.2,3.3,2.8,rain,0,0,1,0,0
348,2012-12-14,7.9,6.1,1.1,1.7,rain,0,0,1,0,0
349,2012-12-15,5.3,4.4,0.6,5.1,snow,0,0,0,1,0
350,2012-12-16,22.6,6.7,3.3,5.5,snow,0,0,0,1,0
351,2012-12-17,2.0,8.3,1.7,9.5,rain,0,0,1,0,0
352,2012-12-18,3.3,3.9,0.6,5.3,snow,0,0,0,1,0
353,2012-12-19,13.7,8.3,1.7,5.8,snow,0,0,0,1,0
354,2012-12-20,13.2,7.2,0.6,3.7,rain,0,0,1,0,0
355,2012-12-21,1.8,8.3,-1.7,1.7,rain,0,0,1,0,0
356,2012-12-22,3.3,8.3,3.9,3.5,rain,0,0,1,0,0
357,2012-12-23,6.6,7.2,3.3,2.5,rain,0,0,1,0,0
358,2012-12-24,0.3,5.6,2.8,2.8,rain,0,0,1,0,0
359,2012-12-25,13.5,5.6,2.8,4.2,snow,0,0,0,1,0
360,2012-12-26,4.6,6.7,3.3,4.9,rain,0,0,1,0,0
361,2012-12-27,4.1,7.8,3.3,3.2,rain,0,0,1,0,0
362,2012-12-28,0.0,8.3,3.9,1.7,rain,0,0,1,0,0
363,2012-12-29,1.5,5.0,3.3,1.7,rain,0,0,1,0,0
